test_loss,i_set,train_loss,train_acc,test_acc,dataset
0.46996715664863586,2,0.3746829628944397,90.39202880859375,89.80582427978516,detailed-1000pre
0.4678238332271576,2,0.3734596073627472,90.48843383789062,89.80582427978516,detailed-1000pre
0.46583786606788635,2,0.3722341060638428,90.52056884765625,89.96763610839844,detailed-1000pre
0.46390146017074585,2,0.3710207939147949,90.52056884765625,89.96763610839844,detailed-1000pre
0.46195581555366516,2,0.36982086300849915,90.55269622802734,89.80582427978516,detailed-1000pre
0.4601309597492218,2,0.3686339855194092,90.55269622802734,89.64401245117188,detailed-1000pre
0.45817330479621887,2,0.36744219064712524,90.64910125732422,89.64401245117188,detailed-1000pre
0.4562835395336151,2,0.36622709035873413,90.64910125732422,89.64401245117188,detailed-1000pre
0.454276442527771,2,0.36497706174850464,90.71337127685547,89.64401245117188,detailed-1000pre
0.45229560136795044,2,0.36370357871055603,90.71337127685547,89.80582427978516,detailed-1000pre
0.4504373073577881,2,0.36239466071128845,90.74549865722656,89.80582427978516,detailed-1000pre
0.44814836978912354,2,0.36105456948280334,90.77763366699219,89.80582427978516,detailed-1000pre
0.4461584687232971,2,0.3596806824207306,90.87403869628906,89.80582427978516,detailed-1000pre
0.4438355267047882,2,0.358286052942276,90.87403869628906,89.80582427978516,detailed-1000pre
0.4421539902687073,2,0.3568744659423828,90.90616607666016,89.80582427978516,detailed-1000pre
0.4399198889732361,2,0.3554452955722809,90.93830108642578,90.12944793701172,detailed-1000pre
0.4377194046974182,2,0.3540036678314209,90.9704360961914,90.12944793701172,detailed-1000pre
0.4358782470226288,2,0.3525600731372833,90.93830108642578,90.12944793701172,detailed-1000pre
0.43305885791778564,2,0.3511027693748474,90.93830108642578,89.96763610839844,detailed-1000pre
0.4316832423210144,2,0.34962597489356995,91.03470611572266,90.291259765625,detailed-1000pre
0.4283978343009949,2,0.3481402099132538,91.00257110595703,90.12944793701172,detailed-1000pre
0.42675697803497314,2,0.34662768244743347,91.03470611572266,90.291259765625,detailed-1000pre
0.4242105484008789,2,0.34508755803108215,91.03470611572266,90.61488342285156,detailed-1000pre
0.4215131998062134,2,0.34353986382484436,91.09896850585938,90.45307159423828,detailed-1000pre
0.4198775887489319,2,0.3420035243034363,91.16323852539062,90.61488342285156,detailed-1000pre
